,name,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine,token_unified
2453,Glenrothes 21 Year Old 1997 (cask's 4824 & 4829) - Un-Chillfiltered Collection (Signatory),62.78,Speyside Whisky,Glenrothes,Signatory,21.0,46.0,,,,,,,,,,,,,,,"['sweet', 'date', 'runny_honey', 'cream', 'vanilla', 'dash', 'paprika', 'fresh', 'buttery_pastry', 'vanilla', 'hazelnut', 'fresh', 'grape', 'cinnamon', 'spice', 'long', 'gentle', 'sweet', 'vanilla', 'fresh', 'herb', 'undertone']"
2454,Dalmore 14 Year Old 2003 - Single Cask (Master of Malt),131.8,Highland Whisky,Dalmore,Master of Malt,14.0,57.8,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['chocolate', 'pear', 'hoppy', 'bitter', 'sultana', 'dusty_oak', 'new_leather', 'fresh', 'pear', 'honey', 'fizz', 'oak', 'foam_banana', 'greengage']"
2455,Tamdhu 20 Year Old 1998 - Old Malt Cask (Hunter Laing),97.4,Speyside Whisky,Tamdhu,Hunter Laing,20.0,50.0,,,,,,,,,,,,,,,"['line', 'peppermint', 'sweetie', 'hand', 'fruit', 'vanilla', 'lemon_meringue', 'pie', 'fresh', 'green_apple', 'fresh', 'toast', 'honey', 'butter', 'vanilla', 'lemon', 'lemon', 'cheesecake']"
2456,Tomintoul 22 Year Old 1995 (cask 2156) - The Single Cask,137.54,Speyside Whisky,Tomintoul,The Single Cask,22.0,53.2,,,,,,,,,,,,,,,"['deliciously', 'cream', 'wave', 'vanilla', 'sponge_cake', 'butter', 'guava', 'lemon_cheesecake', 'whiff', 'tobacco', 'slightly', 'brown_sugar', 'black_pepper']"
2457,Glenglassaugh Port Wood Finish,57.28,Highland Whisky,Glenglassaugh,Glenglassaugh,,46.0,,,,,,,,,,,,,,,"['brandied_cherry', 'heather', 'damson', 'green_apple', 'sharp', 'ginger_snap', 'good', 'stout', 'ale', 'waft', 'baking', 'bread', 'peppermint', 'leaf', 'jammy_berry']"
2458,Dailuaine 12 Year Old 2007 (cask 301313) - The Single Cask,83.64,Speyside Whisky,Dailuaine,The Single Cask,12.0,58.7,,True,,,,,,,,,,,,,"['milky_coffee', 'resinous', 'oak', 'caramel', 'seville_marmalade', 'big', 'helping', 'ginger', 'root', 'brown_sugar', 'oil', 'oak', 'enjoyably', 'maybe', 'bit', 'finish']"
2459,Allt-á-Bhainne 21 Year Old 1995 (cask 125305) (Rest & Be Thankful),114.6,Speyside Whisky,Allt-á-Bhainne,Rest & Be Thankful Whisky Co.,21.0,54.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['toffee', 'crisp_bar', 'marshmallow', 'tomato_stem', 'honeydew_melon', 'vanilla_pod', 'coffee_bean', 'violet', 'sawdust', 'white', 'chocolate', 'walnut']"
2460,Ballechin 11 Year Old 2007 (cask 17) - Straight From The Cask,74.48,Highland Whisky,Edradour,Edradour,11.0,60.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['dark_chocolate', 'cherry', 'honeyed_cereal', 'pine', 'vegetal', 'swirl', 'smoke', 'peat_smoke', 'fruit', 'sweet', 'coffee', 'smoke', 'drizzle', 'treacle']"
2461,Benrinnes 20 Year Old 1997 (casks 9415 & 9416) - Signatory,68.97,Speyside Whisky,Benrinnes,Signatory,20.0,43.0,,,,,,,,,,,,,,,"['cream', 'nutty', 'spiced', 'oak', 'treacle', 'citrus', 'toasted', 'cereal', 'brown_sugar', 'gentle', 'fruitcake']"
2462,Balblair 2000 (bottled 2018),78.11,Highland Whisky,Balblair,Balblair,,46.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ground', 'spice', 'nut', 'sweet', 'tropical_fruit', 'bitter', 'orange_peel', 'drizzle', 'honey', 'body', 'oak', 'vanilla', 'fruitcake', 'ripe', 'tropical_fruit', 'length', 'finish', 'sweet', 'cream', 'bitter', 'chocolate']"
2463,Caol Ila Unpeated 15 Year Old (Special Release 2018),108.88,Islay Whisky,Caol Ila,Caol Ila,15.0,59.1,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cream', 'chocolate', 'fruit', 'yoghurt', 'honey', 'peach', 'oil', 'pine', 'like', 'marmalade', 'laden', 'butter', 'toast', 'milk_chocolate', 'fresh', 'orange', 'red', 'cherry', 'strawberry', 'raisin', 'lash', 'vanilla', 'suggestion', 'spearmint', 'yoghurt', 'almond', 'liquorice', 'yes', 'distant', 'smoke']"
2464,Deanston 19 Year Old 1999 - Single Cask (Master of Malt),151.3,Highland Whisky,Deanston,Master of Malt,19.0,55.8,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cedar', 'nutmeg', 'prickle', 'soft', 'stone_fruit', 'butter', 'malt', 'oak', 'vanilla', 'pink_grapefruit', 'smoke', 'depth', 'underneath', 'subtle', 'smoke', 'zest', 'orange', 'marmalade', 'thyme_honey', 'butterscotch', 'oak', 'spice', 'vanilla', 'leather', 'sweet', 'honey', 'raspberry']"
2465,Linkwood 21 Year Old 1997 (cask 12574) - Old Particular (Douglas Laing),137.32,Speyside Whisky,Linkwood,Douglas Laing,21.0,51.5,,,,,,,,,,,,,,,"['citrus', 'peel', 'cream', 'cinnamon_stick', 'honeyed_cereal', 'dry', 'pineapple', 'mango', 'cedar', 'fragrant', 'earth', 'orange', 'almond', 'oak', 'sesame_snaps']"
2466,Springbank 20 Year Old (That Boutique-y Whisky Company),306.08,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,20.0,47.5,,,,,,,,,,,,,,,"['cream', 'mouthfeel', 'thick', 'nutty', 'walnut', 'marzipan', 'ginger', 'spice', 'malt', 'red', 'fruit', 'varnish', 'tobacco', 'jamaican_ginger', 'cake', 'long', 'nutty', 'amazing', 'texture']"
2467,Springbank 20 Year Old (That Boutique-y Whisky Company),306.08,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,20.0,47.5,,,,,,,,,,,,,,,"['cream', 'mouthfeel', 'thick', 'nutty', 'walnut', 'marzipan', 'ginger', 'spice', 'malt', 'red', 'fruit', 'varnish', 'tobacco', 'jamaican_ginger', 'cake', 'long', 'nutty', 'amazing', 'texture']"
2468,Springbank 20 Year Old (That Boutique-y Whisky Company),217.79,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,20.0,49.7,,,,,,,,,,,,,,,"['meat', 'form', 'honeyed', 'ham', 'fruit', 'rich', 'undeterred', 'plump_raisin', 'bold', 'oak', 'chocolate', 'sauce', 'slightly', 'meat', 'long', 'subtly', 'finish']"
2469,Springbank 20 Year Old (That Boutique-y Whisky Company),217.79,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,20.0,49.7,,,,,,,,,,,,,,,"['meat', 'form', 'honeyed', 'ham', 'fruit', 'rich', 'undeterred', 'plump_raisin', 'bold', 'oak', 'chocolate', 'sauce', 'slightly', 'meat', 'long', 'subtly', 'finish']"
2470,BenRiach 16 Year Old 1999 (casks 95191 & 95192) - Chieftain's (Ian Macleod),92.82,Speyside Whisky,BenRiach,Ian Macleod,16.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['conforting', 'roasted_nut', 'plum', 'jam', 'dark', 'morello_cherry', 'wine_like', 'rich', 'summer_berry', 'dark_chocolate', 'oak', 'warmth', 'nut', 'dark', 'fruit']"
2471,Glen Keith 20 Year Old 1995 - Sansibar,196.56,Speyside Whisky,Glen Keith,Sansibar,20.0,51.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['flaky_pastry', 'raisin', 'sultana', 'candied_ginger', 'good', 'drizzle', 'honey', 'golden', 'grahams', 'buttermilk', 'scone', 'strawberry_jam', 'dry', 'oak', 'heat', 'tang', 'orange', 'hot', 'cinnamon', 'sweetie']"
2472,Bruichladdich 12 Year Old 1998 - Ancien Regime,,Islay Whisky,Bruichladdich,Bruichladdich,12.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['rich', 'complex', 'oodle', 'sweet', 'spice', 'toffee', 'apple', 'black_pepper', 'candy_floss', 'butterscotch', 'vanilla', 'toffee', 'apple', 'smoke', 'cinnamon', 'good_length', 'rich', 'golden_syrup', 'rum', 'spice']"
2473,Brora 35 Year Old (2012 Special Release),,Highland Whisky,Brora,Brora,35.0,48.1,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['burst', 'fruit', 'salt', 'charcoal', 'chew', 'malt', 'peat', 'influence', 'previous', 'year', 'sparkling', 'white_grape', 'juice', 'wax', 'crayola', 'crayon', 'mushroom', 'stuffing', 'musty', 'attic', 'perky', 'suggestion', 'ground', 'white_pepper', 'leather', 'spice', 'dusting', 'powder']"
2474,Craigellachie 9 Year Old 2008 - Single Cask (Master of Malt),76.76,Speyside Whisky,Craigellachie,Master of Malt,9.0,62.7,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['herbal', 'floral', 'caramel', 'fresh', 'crunchy', 'apple', 'buttered_toast', 'generous', 'drizzle', 'honey', 'greengage', 'grapefruit', 'almond', 'pastry', 'background', 'cream', 'vanilla', 'earth']"
2475,Brora 25 Year Old (2008 Special Release),,Highland Whisky,Brora,Brora,25.0,56.3,,True,,,,,,,,,,,,,"['fruit', 'apple', 'peel', 'pear', 'oil', 'nutty', 'lemon', 'grass', 'fennel', 'seaweed', 'refined', 'dry', 'grass', 'leaf', 'truffle_oil', 'almond', 'hazelnut', 'winter_spice', 'delicate', 'smoke', 'long', 'dr', 'hay', 'coastal', 'edge']"
2476,Miltonduff 7 Year Old 2009 (cask 11530) - Provenance (Douglas Laing),40.51,Speyside Whisky,Miltonduff,Douglas Laing,7.0,46.0,,,,,,,,,,,,,,,"['cream', 'malt', 'vanilla', 'y', 'grass', 'y', 'grist', 'rye_bread', 'marmalade', 'golden_syrup', 'turmeric', 'clove', 'layer', 'honey']"
2477,Caol Ila 8 Year Old 2011 (cask 13915) - Provenance (Douglas Laing),54.75,Islay Whisky,Caol Ila,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,,"['dry', 'raspberry', 'black_pepper', 'helping', 'smoke', 'barley', 'honey', 'milky_tea', 'subtly', 'medicinal', 'raspberry']"
2478,Tobermory 23 Year Old 1994 (cask SA1294) - The Single Cask,126.89,Island Whisky,Tobermory,The Single Cask,23.0,56.8,,True,,,,,,,,,,,,,"['slightly', 'coastal', 'chocolate', 'raisin', 'brown_sugar', 'vanilla_essence', 'coffee', 'turkish_delight', 'fresh', 'honeydew_melon', 'oat', 'biscuit', 'honey', 'sultana', 'oak']"
2479,Bladnoch 26 Year Old 1990 - The Nectar of the Daily Drams,239.9,Lowland Whisky,Bladnoch,The Nectar,26.0,50.7,,True,,,,,,,,,,,,,"['herbaceous', 'shortly', 'sweet', 'citrus', 'fresh', 'floral', 'barley', 'brown_bread', 'quince_jam', 'honey', 'roasted_nut', 'kick', 'spice', 'powder', 'chocolate', 'long', 'finish']"
2480,Clynelish 21 Year Old 1993 (cask 7559) -  Rare Select (Montgomerie's),,Highland Whisky,Clynelish,Montgomerie's,21.0,46.0,,,,,,,,,,,,,,,"['light', 'wave', 'smoke', 'lemon_drizzle', 'cake', 'golden_syrup', 'tobacco', 'lemon_zest', 'stem_ginger', 'rum', 'spice', 'barley', 'oily_hop']"
2481,Ledaig 20 Year Old 1998 (cask 700245) - Celebration of the Cask (Càrn Mòr),153.66,Island Whisky,Tobermory,Carn Mor,20.0,54.7,,True,,,,,,,,,,,,,"['bacon', 'banana', 'pineapple', 'fresh', 'subtly', 'sharp', 'pineapple', 'end', 'match', 'nutmeg', 'cinnamon', 'stick', 'smoke']"
2482,Glenburgie 21 Year Old 1997 (cask 12572) - Old Particular (Douglas Laing),114.6,Speyside Whisky,Glenburgie,Douglas Laing,21.0,51.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['orange_peel', 'berry', 'cut_grass', 'caoca', 'nib', 'brown_sugar', 'flaky_pastry', 'apricot', 'raspberry', 'runny_honey', 'dark_chocolate', 'bitter']"
2483,Bruichladdich 16 Year Old 2002 (cask #1853-651) - Claxton's,135.02,Islay Whisky,Bruichladdich,Claxton's,16.0,61.2,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['orange_oil', 'menthol', 'sea_salt', 'mocha', 'buttered', 'rye_bread', 'rich', 'dark', 'fruit', 'blackberry', 'plum', 'leather', 'chocolate', 'coffee_bean', 'tobacco']"
2484,Macallan Whisky Maker's Edition - Classic Travel Range (Plane Label),,Speyside Whisky,The Macallan,The Macallan,,42.8,,,,,,,,,,,,,,,"['thick', 'luscious_big', 'juicy', 'ripe', 'fruit', 'date', 'cake', 'cedar', 'sherry', 'peel', 'fudge', 'sweet', 'marmalade', 'cocoa', 'orange_rind', 'chocolate', 'coffee_bean', 'cinnamon', 'spice', 'long', 'jaffa_cake']"
2485,Laggan Mill (bottled 2017) (cask 330904) - The Cooper's Choice (The Vintage Malt Whisky Co.),66.5,Scotch Whisky,The Vintage Malt Whisky Co.,The Vintage Malt Whisky Co.,,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['nutmeg', 'almond', 'brown_sugar', 'banana', 'oatcakes', 'seaweed', 'mint_leaf', 'coastal', 'peat', 'beeswax']"
2486,Laphroaig 25 Year Old Cask Strength (2016 Release),469.98,Islay Whisky,Laphroaig,Laphroaig,25.0,48.6,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['burst', 'peat', 'sherry', 'sweet', 'apple', 'fruit', 'initial', 'sherry', 'sweet', 'islay', 'peat', 'tang', 'long', 'slightly', 'dr']"
2487,Bunnahabhain 27 Year Old 1989 - Old & Rare Platinum (Hunter Laing),,Islay Whisky,Bunnahabhain,Hunter Laing,27.0,50.8,,,,,,,,,,,,,,,"['vegetal', 'oak', 'nut', 'burst', 'fresh', 'white_grape', 'citrus', 'fragrant', 'barley', 'sandalwood', 'subtle', 'orange_peel', 'sea_salt', 'black_pepper', 'cracker', 'marzipan']"
2488,Macduff 21 Year Old 1997 (cask 12593) - Old Particular (Douglas Laing),85.94,Highland Whisky,Macduff,Douglas Laing,21.0,51.5,,,,,,,,,,,,,,,"['barley', 'fore', 'ginger', 'root', 'raspberry', 'caraway', 'strawberry', 'sponge_cake', 'fresh_linen', 'marmalade', 'toast', 'ginger', 'sweet', 'lot', 'vanilla']"
2489,Auchentoshan 25 Year Old (That Boutique-y Whisky Company),152.44,Lowland Whisky,Auchentoshan,That Boutique-y Whisky Company,25.0,48.6,,,,,,,,,,,,,,,"['white_pepper', 'golden', 'barley', 'juicy', 'nectarine', 'subtle', 'heather', 'toffee', 'complex', 'sweet', 'oily_walnut', 'white_grape', 'sour', 'raspberry', 'linger', 'oak', 'spice', 'away', 'underneath', 'fresh', 'sweet', 'apricot', 'conserve', 'granary_toast', 'acacia_honey', 'green', 'tobacco', 'leave', 'damp', 'grass', 'vegetal', 'backdrop', 'wood', 'polish', 'milk', 'butter', 'brioche', 'peach', 'cream', 'ginger', 'complement', 'slightly', 'time', 'pineapple', 'clam', 'juice']"
2490,Glen Elgin 11 Year Old 2008 (cask 800180) - Lady of the Glen (Hannah Whisky Merchants),,Speyside Whisky,Glen Elgin,Hannah Whisky Merchants,,56.8,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cinnamon', 'bun', 'toffee', 'chocolate', 'walnut', 'clove', 'orange_peel', 'chocolate', 'marzipan', 'butter', 'toffee', 'clove', 'blackberry_jam', 'floral', 'barley', 'chew', 'barley', 'dark', 'red', 'fruit', 'cherry']"
2491,Macduff 11 Year Old 2006 - North Star Spirits,61.64,Highland Whisky,Macduff,North Star Spirits,11.0,55.2,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['butter', 'malt', 'red', 'liquorice', 'crème_caramel', 'sugar', 'cinnamon', 'banana', 'apple', 'fruit', 'black_pepper', 'brown_sugar', 'citrus']"
2492,Zesty Effervescence 1995 (bottled 2018) - Wemyss Malts (Glen Grant),126.07,Speyside Whisky,Glen Grant,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['floral', 'addition', 'kick', 'ginger', 'fresh', 'apple', 'almond', 'honey', 'barley', 'orange_peel', 'floral', 'vanilla', 'golden_syrup', 'mint_leaf']"
2493,Clay Pot Cooked Seafood 1997 (bottled 2018) - Wemyss Malts (Bunnahabhain),127.22,Islay Whisky,Bunnahabhain,Wemyss Malts,,55.3,,,,,,,,,,,,,,,"['sweet', 'smoke', 'charred', 'herb', 'roasted', 'coriander', 'sweet', 'lemongrass', 'ginger', 'seafood', 'marriage', 'sweet', 'savour', 'herb', 'salsa', 'fresh', 'rich', 'honey', 'mackerel', 'charred', 'citrus', 'cumin', 'spice', 'kick', 'ginger', 'smoke', 'return', 'finish', 'tad', 'fragrant', 'ginger', 'spice']"
2494,Bruichladdich First Growth Cuvée C: Margaux (Chateau Margaux) 16 Year Old,,Islay Whisky,Bruichladdich,Bruichladdich,16.0,46.0,,,,,,,,,,,,,,,"['oaked', 'toast', 'winter', 'fruitcake', 'rich', 'fruit', 'wild', 'strawberry', 'zest', 'citrus', 'clean', 'cream', 'long', 'balanced', 'oak', 'pepper']"
2495,Tomintoul 21 Year Old 1996 - Single Cask (Master of Malt),83.64,Speyside Whisky,Tomintoul,Master of Malt,21.0,50.4,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cream', 'malt', 'butterscotch', 'toffee', 'pinch_tobacco', 'vibrant', 'fresh', 'mango', 'honeydew_melon', 'cream', 'vanilla_pod', 'soft', 'oak', 'waft', 'citrus_blossom', 'kick', 'pink_peppercorn', 'custard_cream', 'biscuit', 'milky_coffee']"
2496,Port Charlotte 15 Year Old 2002 (cask 329) (Rest & Be Thankful),235.82,Islay Whisky,Bruichladdich,Rest & Be Thankful Whisky Co.,15.0,58.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['toast', 'peat', 'peppercorn', 'wave', 'chocolate', 'honeycomb', 'toffee', 'peanut', 'orange_peel', 'petrichor', 'mineral_y', 'flint', 'floral', 'honey', 'slightly', 'meat', 'sweet', 'shop', 'delicious', 'long', 'finish']"
2497,Bunnahabhain 10 Year Old 2008 (cask 12949) - Provenance (Douglas Laing),53.7,Islay Whisky,Bunnahabhain,Douglas Laing,10.0,46.0,,,,,,,,,,,,,,,"['black', 'peppercorn', 'toffee_penny', 'barley', 'sugar', 'sweetie', 'shortbread', 'driftwood', 'floral', 'barley', 'honeydew_melon', 'subtly', 'savoury', 'coastal_air', 'thyme', 'honey']"
2498,Angels’ Nectar  - Cairngorms Edition,74.48,Scotch Whisky,Angels' Nectar,Angels' Nectar,11.0,46.0,,,,,,,,,,,,,,,"['toffee_popcorn', 'banana', 'vanilla_pod', 'tropical_fruit', 'ginger', 'honey', 'brown_sugar', 'red_grape', 'good', 'dose', 'wood', 'spice', 'pineapple', 'cake', 'zing', 'citrus']"
2499,GlenAllachie 12 Year Old 2006 (cask 896) - Single Cask,88.06,Speyside Whisky,Glenallachie,Glenallachie,12.0,61.7,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fruity_ester', 'banana', 'blackberry', 'cinnamon', 'black_pepper', 'nutmeg', 'freshly', 'oak', 'wave', 'caramel', 'honey', 'beeswax', 'toasted', 'brioche', 'subtle', 'coffee', 'warmth']"
2500,Bruichladdich 24 Year Old 1992 (cask 728) - Rare Select (Montgomerie's),242.28,Islay Whisky,Bruichladdich,Montgomerie's,24.0,40.6,,,,,,,,,,,,,,,"['dry', 'orange', 'malt', 'oak', 'spice', 'honeycomb', 'panettone', 'coastal_air', 'lychee', 'cereal', 'salted_butter', 'white_pepper', 'marzipan']"
2501,Laphroaig 10 Year Old 2006 (Single Cask Nation),,Islay Whisky,Laphroaig,Single Cask Nation,10.0,55.9,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['spice', 'heavy', 'hot', 'pepper', 'sweet', 'cinnamon', 'malt', 'cereal', 'buttered_toast', 'breakfast', 'mineral', 'heavy', 'aroma', 'floral', 'chamomile', 'smoke', 'fruit', 'forest', 'pine', 'unusual', 'tar', 'oil', 'maritime', 'zing', 'lime']"
2502,Ardmore 21 Year Old 1996 (cask 14929) - The Old Malt Cask (Hunter Laing),100.37,Highland Whisky,Ardmore,Hunter Laing,21.0,48.3,,,,,,,,,,,,,,,"['honey', 'hot', 'peat', 'damp', 'oak', 'softly', 'caramelised', 'walnut', 'sponge_cake', 'support', 'green_apple', 'sharp', 'bbq', 'char']"
2503,Glengoyne 28 Year Old,338.24,Highland Whisky,Glengoyne,Glengoyne,28.0,46.8,,,,,,,,,,,,,,,"['spice', 'fore', 'blackcurrant', 'compote', 'seedless_raisin', 'demerara_sugar', 'spiced', 'apricot', 'orange', 'chutney', 'cacao', 'form', 'backdrop', 'classic', 'sherry_cask', 'marmalade', 'black', 'cherry', 'dark_chocolate', 'lead', 'fresh', 'red_berry', 'rum', 'fruit', 'furniture_polish', 'toasted', 'oak', 'marzipan_icing', 'underneath', 'sumptuous', 'finish', 'age', 'espresso']"
2504,Braeval 22 Year Old 1994 (cask 165593) (Rest & Be Thankful),114.6,Speyside Whisky,Braeval (AKA Braes of Glenlivet),Rest & Be Thankful Whisky Co.,22.0,54.3,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['butter', 'malt', 'fruit_salad', 'sweetie', 'nutmeg', 'warmth', 'sultana', 'stem_ginger', 'waft', 'honeyed', 'barley', 'red_chilli', 'peach', 'sweet', 'balanced']"
2505,Caol Ila 8 Year Old 2010 (cask 318690 & 318691) - Un-Chillfiltered Collection (Signatory),52.89,Islay Whisky,Caol Ila,Signatory,8.0,46.0,,,,,,,,,,,,,,,"['dried_apricot', 'gentle', 'smoke', 'pinch_tobacco', 'scattering', 'vanilla_pod', 'pepper', 'spice', 'sweet', 'aroma', 'chocolate', 'nut', 'buttery_pastry', 'maritime']"
2506,Glencadam 1991 (bottled 2013) - Connoisseurs Choice (Gordon & MacPhail),126.07,Highland Whisky,Glencadam,Gordon & MacPhail,,46.0,,,,,,,,,,,,,,,"['fruit', 'orange', 'pear', 'pepper', 'mid', 'cream', 'malt', 'sweet', 'sugared_almond', 'vanilla', 'ice_cream', 'lemon_zest', 'long', 'vanilla', 'rich']"
2507,The Macallan 15 Year Old Gran Reserva (2017 Release),,Speyside Whisky,The Macallan,The Macallan,15.0,43.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['explosion', 'spice', 'soft', 'rich', 'fruit', 'orange', 'oak', 'rich', 'fruit', 'warm', 'winter_spice', 'orange', 'dark_chocolate', 'oak', 'complex', 'long', 'wood', 'warm', 'spice', 'harmoniously', 'dark_chocolate', 'orange']"
2508,The Singleton of Glen Ord 18 Year Old (Special Release 2019),151.76,Highland Whisky,Glen Ord,Glen Ord,18.0,55.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['orange', 'prickle', 'spice', 'chocolate', 'caramel', 'post', 'water', 'sweet', 'smooth', 'sip', 'warming', 'orange', 'berry', 'fruit', 'orange_peel', 'berry', 'fruit', 'post', 'water', 'fruit', 'orange', 'long', 'finish', 'taste', 'mouth', 'post', 'water', 'long', 'finish', 'smooth', 'tongue']"
2509,Oc5 - Elements of Islay (Octomore),192.02,Islay Whisky,Bruichladdich,Elements of Islay,,59.8,,,,,,,,,,,,,,,"['mineral', 'rich', 'smoke', 'sea_salt', 'fresh', 'orchard_fruit', 'sweet', 'underneath', 'bbq', 'roasted', 'pineapple', 'honeyed_cereal', 'heap', 'earthy_peat', 'oak', 'oatcake', 'white_grape']"
2510,Tobermory 12 Year Old Manzanilla Cask Finish,91.68,Island Whisky,Tobermory,Tobermory,12.0,46.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['coffee', 'bright', 'citrus', 'dark_chocolate', 'rum_raisin', 'cracker', 'coffee_bean', 'mix', 'honeydew_melon', 'sultana', 'clove']"
2511,Glen Keith 20 Year Old 1997 (casks 72591 & 72592) - Un-Chillfiltered Collection (Signatory),72.43,Speyside Whisky,Glen Keith,Signatory,20.0,46.0,,,,,,,,,,,,,,,"['flapjack', 'clementine', 'floral', 'malt', 'good_kick', 'anise', 'digestive_biscuit', 'ginger_snap', 'custard_creams', 'manner', 'biscuit', 'y', 'good', 'sultana', 'coffee_bean', 'butter']"
2512,Springbank 25 Year Old (2019 Release),,Campbeltown Whisky,Springbank,Springbank,25.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"['good', 'perfect', 'balance', 'sherry', 'rum', 'cask', 'meat', 'presence', 'tropical_fruit', 'muscat', 'wine', 'initially', 'parma_violet', 'rhubarb', 'barbecued', 'meat', 'sugar', 'cane', 'molasse', 'tropical_fruit', 'oloroso_sherry', 'oh', 'yes', 'true', 'springbank', 'coastal', 'earth', 'musty', 'dunnage', 'warehouse', 'sugar', 'molasse', 'finish']"
2513,Talisker 57° North,80.15,Island Whisky,Talisker,Talisker,,57.0,,True,,,,,,,,,,,,,"['thick', 'cream', 'manuka_honey', 'lemon', 'juice', 'oak', 'spice', 'butter', 'plenty', 'dry', 'wood', 'pungent', 'sour', 'citrus', 'rich', 'peat_smoke', 'oak', 'sea_spray', 'stone', 'kelp', 'finish', 'long', 'black_pepper', 'oak']"
2514,Caol Ila 21 Year Old 1996 (cask 791) - Kingsbury,211.46,Islay Whisky,Caol Ila,Kingsbury,21.0,56.0,,True,,,,,,,,,,,,,"['sweet', 'pineapple', 'fresh', 'ginger', 'constant', 'honey', 'peanut', 'kipper', 'fennel_seed', 'oil', 'malt', 'caramel']"
2515,Benriach 6 Year Old 2010 (cask 12061) - Provenance (Douglas Laing),43.19,Speyside Whisky,Benriach,Douglas Laing,6.0,46.0,,,,,,,,,,,,,,,"['light', 'buttered', 'malt_loaf', 'praline', 'plenty', 'barley', 'white', 'chocolate', 'milky_coffee', 'youth', 'fudge', 'cinnamon', 'biscuit']"
2516,The Macallan Gold - 1824 Series,,Speyside Whisky,The Macallan,The Macallan,,40.0,,,,,,,,,,,,,,,"['citrus', 'sweet', 'ginger', 'cinnamon', 'soft', 'oak', 'tone', 'toasted', 'apple', 'burnished', 'gold', 'spirit', 'lemon', 'citrus', 'orange_peel', 'sweet', 'zest', 'quiet', 'vanilla', 'dark_chocolate', 'assertive', 'overly', 'floral', 'light', 'oak', 'finish', 'medium', 'sweet', 'malt', 'slightly', 'dr']"
